,Round,Fighter,KD,Sig. str.,Sig. str. %,Total str.,Td %,Td %,Sub. att,Rev.,Ctrl,Sig. str,Head,Body,Leg,Distance,Clinch,Ground,URL
1,1,Brian Kelleher,0,17 of 25,68%,21 of 29,0 of 1,0%,0,0,0:36,17 of 25,9 of 13,1 of 3,7 of 9,17 of 24,0 of 1,0 of 0,http://www.ufcstats.com/fight-details/f8a8871d167fc929
0,1,Casey O'Neill,0,28 of 68,41%,29 of 69,0 of 1,0%,0,0,0:20,28 of 68,15 of 52,3 of 3,10 of 13,26 of 66,2 of 2,0 of 0,http://www.ufcstats.com/fight-details/c442899c21d58779
1,1,Ariane Lipski,0,39 of 93,41%,44 of 98,1 of 1,100%,0,0,0:05,39 of 93,21 of 73,15 of 17,3 of 3,29 of 81,9 of 11,1 of 1,http://www.ufcstats.com/fight-details/c442899c21d58779
2,2,Casey O'Neill,0,3 of 6,50%,3 of 6,0 of 1,0%,0,0,0:00,3 of 6,2 of 5,0 of 0,1 of 1,3 of 6,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/c442899c21d58779
3,2,Ariane Lipski,0,25 of 34,73%,42 of 54,0 of 0,---,1,0,0:53,25 of 34,24 of 33,1 of 1,0 of 0,8 of 14,0 of 0,17 of 20,http://www.ufcstats.com/fight-details/c442899c21d58779
0,1,Tagir Ulanbekov,1,18 of 34,52%,25 of 42,1 of 1,100%,2,1,2:11,18 of 34,13 of 28,4 of 5,1 of 1,13 of 29,4 of 4,1 of 1,http://www.ufcstats.com/fight-details/4ec249e549309b16
1,1,Cody Durden,0,23 of 33,69%,35 of 45,0 of 0,---,0,0,0:29,23 of 33,14 of 22,2 of 2,7 of 9,18 of 27,3 of 4,2 of 2,http://www.ufcstats.com/fight-details/4ec249e549309b16
2,2,Tagir Ulanbekov,0,6 of 7,85%,20 of 21,1 of 1,100%,3,0,3:52,6 of 7,6 of 7,0 of 0,0 of 0,2 of 3,1 of 1,3 of 3,http://www.ufcstats.com/fight-details/4ec249e549309b16
3,2,Cody Durden,0,9 of 10,90%,20 of 22,0 of 0,---,0,0,0:07,9 of 10,8 of 9,1 of 1,0 of 0,6 of 7,0 of 0,3 of 3,http://www.ufcstats.com/fight-details/4ec249e549309b16
0,1,Andre Fili,1,20 of 36,55%,25 of 42,0 of 0,---,0,0,0:15,20 of 36,16 of 29,3 of 6,1 of 1,8 of 21,0 of 0,12 of 15,http://www.ufcstats.com/fight-details/abb6e2169ba580d2
1,1,Lucas Almeida,0,10 of 25,40%,10 of 25,0 of 0,---,0,0,0:00,10 of 25,1 of 11,0 of 1,9 of 13,10 of 25,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/abb6e2169ba580d2
0,1,Martin Buday,0,7 of 17,41%,12 of 23,0 of 2,0%,0,0,0:20,7 of 17,7 of 16,0 of 1,0 of 0,7 of 15,0 of 2,0 of 0,http://www.ufcstats.com/fight-details/fce6522f42b48f18
1,1,Shamil Gaziev,0,36 of 73,49%,45 of 87,0 of 0,---,0,0,2:08,36 of 73,27 of 59,9 of 14,0 of 0,23 of 49,4 of 9,9 of 15,http://www.ufcstats.com/fight-details/fce6522f42b48f18
2,2,Martin Buday,0,1 of 3,33%,1 of 3,0 of 0,---,0,0,0:00,1 of 3,1 of 3,0 of 0,0 of 0,1 of 2,0 of 1,0 of 0,http://www.ufcstats.com/fight-details/fce6522f42b48f18
3,2,Shamil Gaziev,0,13 of 25,52%,15 of 27,0 of 0,---,0,0,0:10,13 of 25,8 of 20,5 of 5,0 of 0,12 of 24,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/fce6522f42b48f18
0,1,Song Yadong,0,17 of 34,50%,17 of 34,0 of 0,---,0,0,0:00,17 of 34,3 of 14,2 of 3,12 of 17,17 of 34,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/f9ec8bedc15ece93
1,1,Chris Gutierrez,0,29 of 49,59%,29 of 49,0 of 0,---,0,0,0:00,29 of 49,1 of 15,0 of 1,28 of 33,29 of 49,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/f9ec8bedc15ece93
2,2,Song Yadong,0,14 of 33,42%,22 of 46,1 of 1,100%,0,0,1:52,14 of 33,2 of 14,2 of 4,10 of 15,13 of 32,0 of 0,1 of 1,http://www.ufcstats.com/fight-details/f9ec8bedc15ece93
3,2,Chris Gutierrez,0,25 of 37,67%,27 of 39,0 of 0,---,0,0,0:00,25 of 37,3 of 8,0 of 2,22 of 27,25 of 37,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/f9ec8bedc15ece93
4,3,Song Yadong,0,17 of 47,36%,17 of 48,1 of 2,50%,0,0,0:13,17 of 47,4 of 26,6 of 10,7 of 11,15 of 45,2 of 2,0 of 0,http://www.ufcstats.com/fight-details/f9ec8bedc15ece93
5,3,Chris Gutierrez,0,24 of 47,51%,24 of 47,0 of 0,---,0,0,0:00,24 of 47,2 of 11,3 of 12,19 of 24,24 of 47,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/f9ec8bedc15ece93
6,4,Song Yadong,0,12 of 25,48%,51 of 82,0 of 0,---,0,0,4:15,12 of 25,11 of 22,1 of 2,0 of 1,3 of 14,2 of 4,7 of 7,http://www.ufcstats.com/fight-details/f9ec8bedc15ece93
7,4,Chris Gutierrez,0,8 of 11,72%,17 of 20,0 of 1,0%,0,0,0:00,8 of 11,2 of 5,0 of 0,6 of 6,8 of 11,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/f9ec8bedc15ece93
8,5,Song Yadong,0,17 of 26,65%,53 of 73,0 of 0,---,0,0,4:41,17 of 26,15 of 24,1 of 1,1 of 1,1 of 2,0 of 0,16 of 24,http://www.ufcstats.com/fight-details/f9ec8bedc15ece93
9,5,Chris Gutierrez,0,1 of 1,100%,8 of 10,0 of 1,0%,0,0,0:00,1 of 1,0 of 0,0 of 0,1 of 1,1 of 1,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/f9ec8bedc15ece93
0,1,Anthony Smith,0,19 of 30,63%,23 of 34,0 of 0,---,0,0,0:00,19 of 30,9 of 19,6 of 7,4 of 4,19 of 30,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/91093a019d32af2e
1,1,Khalil Rountree Jr.,0,20 of 40,50%,21 of 41,0 of 0,---,0,0,0:40,20 of 40,12 of 32,6 of 6,2 of 2,20 of 39,0 of 1,0 of 0,http://www.ufcstats.com/fight-details/91093a019d32af2e
2,2,Anthony Smith,0,23 of 48,47%,24 of 49,0 of 2,0%,0,0,0:11,23 of 48,15 of 39,7 of 8,1 of 1,22 of 47,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/91093a019d32af2e
3,2,Khalil Rountree Jr.,0,23 of 58,39%,25 of 61,0 of 0,---,0,0,0:14,23 of 58,17 of 52,4 of 4,2 of 2,21 of 54,1 of 2,1 of 2,http://www.ufcstats.com/fight-details/91093a019d32af2e
4,3,Anthony Smith,0,5 of 6,83%,5 of 6,0 of 0,---,0,0,0:00,5 of 6,3 of 4,1 of 1,1 of 1,5 of 6,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/91093a019d32af2e
5,3,Khalil Rountree Jr.,1,10 of 16,62%,10 of 16,0 of 0,---,0,0,0:04,10 of 16,4 of 10,4 of 4,2 of 2,10 of 16,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/91093a019d32af2e
0,1,Nasrat Haqparast,2,16 of 29,55%,18 of 31,0 of 0,---,0,0,0:05,16 of 29,14 of 27,2 of 2,0 of 0,4 of 13,6 of 8,6 of 8,http://www.ufcstats.com/fight-details/acc57a9c114b694a
1,1,Jamie Mullarkey,0,8 of 23,34%,8 of 23,0 of 0,---,0,0,0:00,8 of 23,3 of 16,2 of 4,3 of 3,8 of 23,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/acc57a9c114b694a
0,1,Tim Elliott,0,10 of 21,47%,26 of 37,1 of 3,33%,1,0,2:05,10 of 21,6 of 13,0 of 1,4 of 7,8 of 18,2 of 2,0 of 1,http://www.ufcstats.com/fight-details/fbedeb4e4b019b94
1,1,Sumudaerji,0,10 of 25,40%,10 of 25,0 of 0,---,0,0,0:00,10 of 25,6 of 19,3 of 4,1 of 2,10 of 25,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/fbedeb4e4b019b94
0,1,JunYong Park,0,13 of 17,76%,20 of 26,0 of 0,---,0,1,0:45,13 of 17,11 of 15,0 of 0,2 of 2,2 of 2,0 of 0,11 of 15,http://www.ufcstats.com/fight-details/1afc4f372a125c74
1,1,Andre Muniz,0,3 of 4,75%,10 of 11,5 of 6,83%,0,0,3:07,3 of 4,0 of 1,2 of 2,1 of 1,3 of 4,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/1afc4f372a125c74
2,2,JunYong Park,0,6 of 12,50%,16 of 24,0 of 0,---,0,0,0:03,6 of 12,3 of 9,2 of 2,1 of 1,6 of 12,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/1afc4f372a125c74
3,2,Andre Muniz,0,9 of 16,56%,21 of 37,4 of 4,100%,0,0,4:16,9 of 16,9 of 15,0 of 1,0 of 0,8 of 15,0 of 0,1 of 1,http://www.ufcstats.com/fight-details/1afc4f372a125c74
4,3,JunYong Park,0,8 of 31,25%,16 of 46,0 of 0,---,0,1,2:10,8 of 31,7 of 30,1 of 1,0 of 0,3 of 11,0 of 0,5 of 20,http://www.ufcstats.com/fight-details/1afc4f372a125c74
5,3,Andre Muniz,0,2 of 10,20%,4 of 12,2 of 4,50%,0,1,2:11,2 of 10,1 of 9,1 of 1,0 of 0,2 of 10,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/1afc4f372a125c74
0,1,Song Kenan,0,21 of 45,46%,21 of 45,0 of 0,---,0,0,0:00,21 of 45,12 of 30,3 of 4,6 of 11,21 of 45,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/3adab28c5c6a9254
1,1,Kevin Jousset,0,45 of 68,66%,46 of 69,0 of 0,---,0,0,0:00,45 of 68,23 of 44,3 of 4,19 of 20,44 of 67,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/3adab28c5c6a9254
2,2,Song Kenan,0,22 of 60,36%,33 of 73,0 of 0,---,0,0,0:00,22 of 60,16 of 52,3 of 4,3 of 4,19 of 54,3 of 6,0 of 0,http://www.ufcstats.com/fight-details/3adab28c5c6a9254
3,2,Kevin Jousset,0,43 of 85,50%,51 of 94,0 of 1,0%,0,0,0:00,43 of 85,28 of 66,5 of 8,10 of 11,39 of 79,4 of 6,0 of 0,http://www.ufcstats.com/fight-details/3adab28c5c6a9254
4,3,Song Kenan,0,19 of 51,37%,34 of 70,0 of 1,0%,0,0,0:00,19 of 51,15 of 46,2 of 2,2 of 3,15 of 46,4 of 5,0 of 0,http://www.ufcstats.com/fight-details/3adab28c5c6a9254
5,3,Kevin Jousset,0,46 of 82,56%,61 of 100,1 of 1,100%,0,0,1:26,46 of 82,27 of 61,7 of 8,12 of 13,38 of 73,8 of 9,0 of 0,http://www.ufcstats.com/fight-details/3adab28c5c6a9254
0,1,HyunSung Park,1,24 of 48,50%,38 of 77,0 of 0,---,0,0,2:58,24 of 48,17 of 40,3 of 3,4 of 5,14 of 31,4 of 4,6 of 13,http://www.ufcstats.com/fight-details/35addc4646509286
1,1,Shannon Ross,0,16 of 39,41%,27 of 55,0 of 0,---,0,0,0:00,16 of 39,10 of 30,4 of 5,2 of 4,15 of 34,1 of 5,0 of 0,http://www.ufcstats.com/fight-details/35addc4646509286
2,2,HyunSung Park,1,26 of 76,34%,27 of 77,0 of 1,0%,0,0,0:23,26 of 76,16 of 61,8 of 12,2 of 3,22 of 57,2 of 10,2 of 9,http://www.ufcstats.com/fight-details/35addc4646509286
3,2,Shannon Ross,0,31 of 76,40%,34 of 80,0 of 0,---,0,0,0:00,31 of 76,15 of 58,5 of 7,11 of 11,31 of 73,0 of 3,0 of 0,http://www.ufcstats.com/fight-details/35addc4646509286
0,1,Steve Garcia,0,4 of 11,36%,12 of 23,0 of 0,---,0,0,0:00,4 of 11,3 of 9,1 of 2,0 of 0,3 of 7,1 of 4,0 of 0,http://www.ufcstats.com/fight-details/5ac1725f775c6f00
1,1,Melquizael Costa,0,5 of 7,71%,19 of 22,2 of 9,22%,0,0,4:41,5 of 7,0 of 2,2 of 2,3 of 3,1 of 2,4 of 5,0 of 0,http://www.ufcstats.com/fight-details/5ac1725f775c6f00
2,2,Steve Garcia,1,25 of 38,65%,29 of 43,0 of 0,---,1,0,0:46,25 of 38,23 of 36,1 of 1,1 of 1,1 of 3,2 of 4,22 of 31,http://www.ufcstats.com/fight-details/5ac1725f775c6f00
3,2,Melquizael Costa,0,1 of 3,33%,1 of 3,0 of 1,0%,0,0,0:00,1 of 3,1 of 3,0 of 0,0 of 0,1 of 1,0 of 2,0 of 0,http://www.ufcstats.com/fight-details/5ac1725f775c6f00
0,1,Luana Santos,0,20 of 45,44%,42 of 73,0 of 1,0%,0,0,2:34,20 of 45,6 of 25,10 of 14,4 of 6,20 of 44,0 of 1,0 of 0,http://www.ufcstats.com/fight-details/5a6e894e4b6cc703
1,1,Stephanie Egger,0,13 of 39,33%,36 of 68,0 of 0,---,0,0,0:00,13 of 39,5 of 28,8 of 10,0 of 1,5 of 29,8 of 10,0 of 0,http://www.ufcstats.com/fight-details/5a6e894e4b6cc703
2,2,Luana Santos,0,28 of 45,62%,34 of 51,1 of 2,50%,0,0,2:28,28 of 45,11 of 24,10 of 13,7 of 8,26 of 42,2 of 3,0 of 0,http://www.ufcstats.com/fight-details/5a6e894e4b6cc703
3,2,Stephanie Egger,0,20 of 49,40%,37 of 67,0 of 0,---,0,0,0:23,20 of 49,19 of 47,1 of 2,0 of 0,18 of 45,2 of 4,0 of 0,http://www.ufcstats.com/fight-details/5a6e894e4b6cc703
4,3,Luana Santos,0,5 of 14,35%,21 of 37,1 of 1,100%,0,0,2:42,5 of 14,3 of 12,2 of 2,0 of 0,4 of 9,1 of 5,0 of 0,http://www.ufcstats.com/fight-details/5a6e894e4b6cc703
5,3,Stephanie Egger,0,11 of 27,40%,39 of 58,1 of 1,100%,0,0,0:43,11 of 27,7 of 22,4 of 5,0 of 0,6 of 22,5 of 5,0 of 0,http://www.ufcstats.com/fight-details/5a6e894e4b6cc703
0,1,Tatsuro Taira,0,12 of 19,63%,20 of 29,0 of 0,---,0,0,3:21,12 of 19,12 of 19,0 of 0,0 of 0,0 of 1,0 of 1,12 of 17,http://www.ufcstats.com/fight-details/84f6de7c99779e5f
1,1,Carlos Hernandez,0,0 of 1,0%,0 of 1,0 of 2,0%,0,0,0:53,0 of 1,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/84f6de7c99779e5f
2,2,Tatsuro Taira,1,21 of 24,87%,24 of 31,0 of 0,---,0,0,0:15,21 of 24,18 of 21,1 of 1,2 of 2,7 of 7,0 of 0,14 of 17,http://www.ufcstats.com/fight-details/84f6de7c99779e5f
3,2,Carlos Hernandez,0,2 of 3,66%,2 of 3,0 of 0,---,0,0,0:00,2 of 3,2 of 3,0 of 0,0 of 0,2 of 3,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/84f6de7c99779e5f
0,1,Rayanne Amanda,0,34 of 64,53%,34 of 64,0 of 0,---,0,0,0:00,34 of 64,28 of 56,4 of 5,2 of 3,27 of 57,7 of 7,0 of 0,http://www.ufcstats.com/fight-details/acde7c89bd724af8
1,1,Talita Alencar,0,11 of 63,17%,13 of 66,0 of 3,0%,0,0,0:24,11 of 63,5 of 49,5 of 12,1 of 2,9 of 59,2 of 4,0 of 0,http://www.ufcstats.com/fight-details/acde7c89bd724af8
2,2,Rayanne Amanda,0,10 of 22,45%,32 of 47,0 of 0,---,0,0,0:14,10 of 22,4 of 13,4 of 5,2 of 4,7 of 19,2 of 2,1 of 1,http://www.ufcstats.com/fight-details/acde7c89bd724af8
3,2,Talita Alencar,0,16 of 44,36%,25 of 58,1 of 1,100%,0,0,2:11,16 of 44,8 of 30,6 of 11,2 of 3,4 of 25,5 of 7,7 of 12,http://www.ufcstats.com/fight-details/acde7c89bd724af8
4,3,Rayanne Amanda,0,13 of 44,29%,14 of 45,0 of 1,0%,0,0,0:00,13 of 44,9 of 35,3 of 7,1 of 2,11 of 41,2 of 3,0 of 0,http://www.ufcstats.com/fight-details/acde7c89bd724af8
5,3,Talita Alencar,0,9 of 50,18%,10 of 52,0 of 5,0%,0,0,0:09,9 of 50,8 of 46,1 of 2,0 of 2,8 of 49,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/acde7c89bd724af8
0,1,Beneil Dariush,0,2 of 8,25%,2 of 8,0 of 0,---,0,0,0:00,2 of 8,0 of 5,0 of 1,2 of 2,2 of 8,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/9feb9500b0fedfcd
1,1,Arman Tsarukyan,1,8 of 15,53%,8 of 15,0 of 0,---,0,0,0:03,8 of 15,8 of 15,0 of 0,0 of 0,4 of 10,2 of 2,2 of 3,http://www.ufcstats.com/fight-details/9feb9500b0fedfcd
0,1,Jalin Turner,1,33 of 60,55%,33 of 60,0 of 0,---,0,0,0:12,33 of 60,26 of 48,2 of 4,5 of 8,18 of 41,0 of 0,15 of 19,http://www.ufcstats.com/fight-details/03eecf1926d9c77c
1,1,Bobby Green,0,15 of 26,57%,15 of 26,0 of 0,---,0,0,0:02,15 of 26,5 of 14,3 of 4,7 of 8,14 of 24,1 of 2,0 of 0,http://www.ufcstats.com/fight-details/03eecf1926d9c77c
0,1,Rob Font,0,22 of 37,59%,22 of 37,0 of 1,0%,0,0,0:13,22 of 37,20 of 34,2 of 3,0 of 0,22 of 37,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/246d06693b5ca1e8
1,1,Deiveson Figueiredo,0,10 of 20,50%,10 of 20,2 of 3,66%,0,0,0:34,10 of 20,7 of 17,1 of 1,2 of 2,10 of 20,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/246d06693b5ca1e8
2,2,Rob Font,0,15 of 33,45%,17 of 35,0 of 0,---,0,0,0:00,15 of 33,12 of 29,1 of 1,2 of 3,13 of 31,2 of 2,0 of 0,http://www.ufcstats.com/fight-details/246d06693b5ca1e8
3,2,Deiveson Figueiredo,0,15 of 22,68%,15 of 22,1 of 2,50%,0,0,1:09,15 of 22,12 of 19,2 of 2,1 of 1,12 of 18,3 of 4,0 of 0,http://www.ufcstats.com/fight-details/246d06693b5ca1e8
4,3,Rob Font,0,9 of 24,37%,9 of 24,0 of 1,0%,0,0,0:09,9 of 24,7 of 22,2 of 2,0 of 0,9 of 24,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/246d06693b5ca1e8
5,3,Deiveson Figueiredo,0,20 of 32,62%,28 of 42,1 of 2,50%,0,0,2:19,20 of 32,16 of 28,4 of 4,0 of 0,11 of 22,3 of 3,6 of 7,http://www.ufcstats.com/fight-details/246d06693b5ca1e8
0,1,Sean Brady,0,5 of 10,50%,38 of 53,3 of 3,100%,0,0,3:22,5 of 10,3 of 8,1 of 1,1 of 1,3 of 8,1 of 1,1 of 1,http://www.ufcstats.com/fight-details/39c4ae4624052f9f
1,1,Kelvin Gastelum,0,13 of 21,61%,16 of 24,0 of 0,---,0,1,0:19,13 of 21,6 of 14,5 of 5,2 of 2,8 of 12,4 of 5,1 of 4,http://www.ufcstats.com/fight-details/39c4ae4624052f9f
2,2,Sean Brady,0,8 of 11,72%,51 of 66,1 of 1,100%,0,0,4:31,8 of 11,5 of 8,0 of 0,3 of 3,3 of 4,0 of 0,5 of 7,http://www.ufcstats.com/fight-details/39c4ae4624052f9f
3,2,Kelvin Gastelum,0,2 of 6,33%,2 of 6,0 of 0,---,0,0,0:00,2 of 6,0 of 2,0 of 1,2 of 3,2 of 6,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/39c4ae4624052f9f
4,3,Sean Brady,0,1 of 3,33%,8 of 11,1 of 1,100%,3,0,1:13,1 of 3,0 of 0,0 of 1,1 of 2,1 of 3,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/39c4ae4624052f9f
5,3,Kelvin Gastelum,0,3 of 5,60%,3 of 5,0 of 0,---,0,0,0:00,3 of 5,1 of 3,2 of 2,0 of 0,3 of 5,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/39c4ae4624052f9f
0,1,Clay Guida,0,18 of 64,28%,19 of 66,0 of 3,0%,0,0,0:29,18 of 64,6 of 51,6 of 6,6 of 7,17 of 63,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/20bfa549cb2cabe7
1,1,Joaquim Silva,0,15 of 32,46%,40 of 65,0 of 0,---,0,0,0:39,15 of 32,13 of 30,0 of 0,2 of 2,8 of 20,4 of 5,3 of 7,http://www.ufcstats.com/fight-details/20bfa549cb2cabe7
2,2,Clay Guida,0,14 of 33,42%,29 of 48,2 of 7,28%,0,0,3:19,14 of 33,9 of 26,5 of 7,0 of 0,11 of 30,3 of 3,0 of 0,http://www.ufcstats.com/fight-details/20bfa549cb2cabe7
3,2,Joaquim Silva,0,15 of 20,75%,26 of 34,1 of 1,100%,1,0,0:31,15 of 20,12 of 17,3 of 3,0 of 0,7 of 9,8 of 10,0 of 1,http://www.ufcstats.com/fight-details/20bfa549cb2cabe7
4,3,Clay Guida,0,11 of 37,29%,15 of 41,0 of 1,0%,0,0,0:35,11 of 37,4 of 26,3 of 7,4 of 4,8 of 34,3 of 3,0 of 0,http://www.ufcstats.com/fight-details/20bfa549cb2cabe7
5,3,Joaquim Silva,0,16 of 39,41%,19 of 42,1 of 2,50%,1,0,1:25,16 of 39,8 of 25,6 of 12,2 of 2,13 of 35,3 of 4,0 of 0,http://www.ufcstats.com/fight-details/20bfa549cb2cabe7
0,1,Punahele Soriano,0,22 of 47,46%,22 of 47,0 of 0,---,0,0,0:00,22 of 47,13 of 35,7 of 9,2 of 3,21 of 46,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/02713b2d25f74d43
1,1,Dustin Stoltzfus,1,41 of 79,51%,43 of 82,1 of 4,25%,0,0,0:29,41 of 79,15 of 51,17 of 19,9 of 9,37 of 72,4 of 7,0 of 0,http://www.ufcstats.com/fight-details/02713b2d25f74d43
2,2,Punahele Soriano,0,9 of 26,34%,11 of 29,0 of 0,---,0,0,0:00,9 of 26,5 of 21,2 of 2,2 of 3,9 of 26,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/02713b2d25f74d43
3,2,Dustin Stoltzfus,0,23 of 44,52%,35 of 58,3 of 3,100%,1,0,1:43,23 of 44,9 of 28,6 of 8,8 of 8,23 of 44,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/02713b2d25f74d43
0,1,Miesha Tate,0,16 of 18,88%,50 of 61,1 of 1,100%,0,0,4:54,16 of 18,16 of 18,0 of 0,0 of 0,2 of 4,0 of 0,14 of 14,http://www.ufcstats.com/fight-details/626c82ed45fdcf59
1,1,Julia Avila,0,1 of 3,33%,1 of 3,0 of 0,---,0,0,0:00,1 of 3,1 of 3,0 of 0,0 of 0,1 of 3,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/626c82ed45fdcf59
2,2,Miesha Tate,0,16 of 18,88%,69 of 82,1 of 2,50%,0,0,4:50,16 of 18,15 of 17,1 of 1,0 of 0,3 of 3,0 of 0,13 of 15,http://www.ufcstats.com/fight-details/626c82ed45fdcf59
3,2,Julia Avila,0,2 of 7,28%,10 of 17,0 of 0,---,0,0,0:00,2 of 7,2 of 7,0 of 0,0 of 0,2 of 7,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/626c82ed45fdcf59
4,3,Miesha Tate,0,0 of 1,0%,8 of 9,2 of 2,100%,1,0,1:11,0 of 1,0 of 0,0 of 0,0 of 1,0 of 1,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/626c82ed45fdcf59
5,3,Julia Avila,0,0 of 1,0%,0 of 1,0 of 0,---,0,0,0:00,0 of 1,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/626c82ed45fdcf59
0,1,Zach Reese,0,4 of 5,80%,10 of 12,0 of 0,---,1,0,0:00,4 of 5,3 of 4,0 of 0,1 of 1,1 of 2,1 of 1,2 of 2,http://www.ufcstats.com/fight-details/0320a6a967069571
1,1,Cody Brundage,0,9 of 12,75%,12 of 16,1 of 1,100%,0,0,1:25,9 of 12,7 of 10,1 of 1,1 of 1,4 of 4,0 of 0,5 of 8,http://www.ufcstats.com/fight-details/0320a6a967069571
0,1,Drakkar Klose,0,2 of 2,100%,8 of 9,0 of 0,---,0,1,0:40,2 of 2,1 of 1,0 of 0,1 of 1,1 of 1,0 of 0,1 of 1,http://www.ufcstats.com/fight-details/d0602cdc04d2c159
1,1,Joe Solecki,0,1 of 1,100%,9 of 13,1 of 2,50%,0,0,0:53,1 of 1,1 of 1,0 of 0,0 of 0,1 of 1,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/d0602cdc04d2c159
0,1,Rodolfo Bellato,0,18 of 43,41%,27 of 54,0 of 2,0%,0,0,1:07,18 of 43,12 of 32,5 of 8,1 of 3,9 of 32,9 of 11,0 of 0,http://www.ufcstats.com/fight-details/0dc2fc8d39e226a3
1,1,Ihor Potieria,0,37 of 69,53%,42 of 74,0 of 0,---,0,0,0:00,37 of 69,22 of 53,9 of 10,6 of 6,29 of 56,8 of 13,0 of 0,http://www.ufcstats.com/fight-details/0dc2fc8d39e226a3
2,2,Rodolfo Bellato,0,62 of 88,70%,72 of 106,1 of 2,50%,0,0,1:42,62 of 88,58 of 84,4 of 4,0 of 0,9 of 14,2 of 3,51 of 71,http://www.ufcstats.com/fight-details/0dc2fc8d39e226a3
3,2,Ihor Potieria,1,36 of 58,62%,50 of 79,0 of 0,---,0,0,1:41,36 of 58,36 of 58,0 of 0,0 of 0,9 of 17,4 of 8,23 of 33,http://www.ufcstats.com/fight-details/0dc2fc8d39e226a3
0,1,Wellington Turman,0,27 of 44,61%,36 of 60,1 of 1,100%,0,0,1:40,27 of 44,18 of 35,2 of 2,7 of 7,23 of 37,1 of 1,3 of 6,http://www.ufcstats.com/fight-details/32813f5f46f045e8
1,1,Jared Gooden,0,28 of 52,53%,33 of 58,0 of 0,---,0,0,0:00,28 of 52,9 of 30,13 of 16,6 of 6,28 of 52,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/32813f5f46f045e8
2,2,Wellington Turman,0,10 of 13,76%,10 of 13,0 of 0,---,0,0,0:00,10 of 13,9 of 12,0 of 0,1 of 1,9 of 12,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/32813f5f46f045e8
3,2,Jared Gooden,0,25 of 31,80%,29 of 37,1 of 1,100%,1,0,0:31,25 of 31,24 of 29,1 of 2,0 of 0,15 of 20,1 of 1,9 of 10,http://www.ufcstats.com/fight-details/32813f5f46f045e8
0,1,Veronica Hardy,0,17 of 37,45%,17 of 37,0 of 0,---,0,0,0:13,17 of 37,12 of 31,4 of 4,1 of 2,12 of 31,5 of 6,0 of 0,http://www.ufcstats.com/fight-details/d0ac2cc5c57c4e66
1,1,Jamey-Lyn Horth,0,16 of 34,47%,16 of 34,0 of 0,---,0,0,0:00,16 of 34,5 of 17,6 of 8,5 of 9,12 of 30,4 of 4,0 of 0,http://www.ufcstats.com/fight-details/d0ac2cc5c57c4e66
2,2,Veronica Hardy,0,13 of 33,39%,19 of 40,1 of 2,50%,0,0,0:51,13 of 33,10 of 30,3 of 3,0 of 0,8 of 26,5 of 7,0 of 0,http://www.ufcstats.com/fight-details/d0ac2cc5c57c4e66
